관광지명,도로명주소,lat,lng,분류,Unnamed: 0
서울에너지드림센터,"서울 마포구 증산로 14 (상암동, 에너지 제로 하우스) ",37.5252739014686,126.873112535425,명소,
성곽길 예술놀이터 꼬레아트(Core Art),서울 중구 동호로17길 173 (신당동) ,37.5785141344521,126.982297510829,명소,
온고푸드커뮤니케이션,"서울 종로구 삼일대로30길 12 (낙원동, 서울조리전문학교) 3층",37.5739364016111,126.983185979719,명소,
이스타아카데미,"서울 양천구 오목로 321-1 (목동, 서경빌딩) ",37.5586120945063,127.057822598733,명소,
이소정 한복명장연구소,서울 종로구 율곡로 3길 66-2 ,37.6094070491111,126.934953878791,명소,
템플스테이 통합정보센터,서울 종로구 우정국로 56 (견지동) 템플스테이 종합정보센터 1층,37.4658841978011,127.02834681855,명소,
서울새활용플라자,"서울 성동구 자동차시장길 49 (용답동, 서울새활용플라자) ",37.5688253913595,126.968525728353,명소,
서울혁신파크,서울 은평구 통일로 684 (녹번동) ,37.5586287308609,127.11170683593,명소,
양재 R&CD 혁신허브,"서울 서초구 태봉로 114 (우면동, 한국교원단체총연합) ",37.6049551146885,127.109960818343,명소,
돈의문박물관마을,"서울 종로구 송월길 14-3 (신문로2가, 국도빌딩) ",37.5744668688197,126.983552182559,명소,
비스타 워커힐 서울,"서울 광진구 워커힐로 177 (광장동, 워커힐호텔) ",37.5761751330065,127.026072971627,명소,
중랑 청소년 체험의 숲 운영센터,"서울 중랑구 망우로87길 110 (망우동, 캠핑장관리소) ",37.5859537047415,126.964277654295,명소,
컬러풀뮤지엄(COLORPOOL MUSEUM),서울 종로구 인사동길 49 (관훈동) 안녕인사동 6층,37.5827801529887,126.987112541767,명소,
맹그로브 신설,서울 동대문구 왕산로 22 (라마다 앙코르 동대문 호텔) 맹그로브 신설점,37.5585563425715,126.918927619281,명소,
더숲 초소책방,서울 종로구 인왕산로 172 ,37.5417308163872,127.061552421083,명소,
전통혼례보공방,서울 종로구 계동6길 13 (계동) ,37.5680445876689,127.010890355484,명소,
연남 5701,서울 마포구 동교로23길 64 (연남동) 지하,37.5574452272604,126.926778735002,명소,
LCDC SEOUL,서울 성동구 연무장17길 10 (성수동2가) ,37.5180077808957,127.051024607576,명소,
B the B,서울 중구 을지로 281 (을지로7가) 동대문디자인플라자 지하 2층 DDP 마켓 ,37.5769351431409,126.991104508988,명소,
"서울의 밤을 즐기자 : 홍대 일대, 경리단 길","서울 마포구 양화로 지하 188 (동교동, 홍대입구역) ",37.5161996814031,127.075939572603,명소,
SM 사옥,서울특별시 강남구 삼성로 648 ,37.5142589272797,126.897682058175,명소,
서울 무형문화재 교육전시장,서울 종로구 율곡로10길 13 (권농동) ,37.5531962095623,126.921175435425,명소,
잠실야구장,서울특별시 송파구 올림픽로 25 (잠실동) ,37.5215211970834,127.037144544436,명소,
문래동 예술촌,서울특별시 영등포구 도림로128가길 13-8 ,37.5825237872026,126.986029238005,명소,
난타전용관(홍대),서울 마포구 양화로16길 29 (홍익몰) ,37.6419941138165,127.07743706477,명소,
나무엑터스,서울특별시 강남구 언주로150길 34 (논현동) ,37.5535088460276,126.926757009867,명소,
전통공예체험관,서울 종로구 북촌로12길 24-5 (가회동) ,37.5509576951977,126.921063042067,명소,
서울시립과학관,"서울 노원구 한글비석로 160 (하계동, 서울시립과학관) ",37.5602235028532,126.994498291875,명소,
SJ비보이즈 ‘쿵’ 페스티벌,서울 마포구 와우산로 121  ,37.5196641552816,126.939909338068,명소,
KT&G 상상마당,"서울 마포구 어울마당로 65 (서교동, 상상마당빌딩) ",37.5414076146252,127.056908279292,명소,
한국의 집,"서울 중구 퇴계로36길 10 (필동2가, 한국의집) ",37.5917924234292,126.963450561214,명소,
63컨벤션센터,서울 영등포구 63로 50 (63한화생명빌딩) ,37.541205659051,127.057551733314,명소,
성수연방,서울 성동구 성수이로14길 14 (성수동2가) ,37.5245456464592,126.964197674537,명소,
무계원,서울 종로구 창의문로5가길 2 (부암동) ,37.5196641552816,126.939909338068,명소,
원밀리언 댄스 스튜디오,서울시 성동구 뚝섬로 13길 33,37.5182778383048,126.86813048781,명소,
HYBE INSIGHT (하이브 뮤지엄),"서울 용산구 한강대로 42 (한강로3가, 용산트레이드센터) 하이브 인사이트 지하 1, 2층",37.6150174740391,127.044068592488,명소,
아쿠아플라넷63,"서울 영등포구 63로 50 (여의도동, 63한화생명빌딩) ",37.5821252226402,126.984165248429,명소,
양천공원 책 쉼터,서울 양천구 목동동로 111(신정동) ,37.5157235890452,127.030935707412,명소,
김중업 건축문화의집,서울 성북구 장위로21나길 11 (장위동) ,37.5595422700067,126.994738735334,명소,
노스텔지어 블루재,서울 종로구 북촌로11가길 5 (가회동) ,37.5513148446813,127.077174417784,명소,
네츄럴 스파 블랑 (NATURAL SPA BLANC),서울 강남구 논현로134길 9 (논현동) 신창빌딩 6층,37.5647056236712,126.993214191194,명소,
서울남산국악당,서울 중구 퇴계로34길 28 (남산한옥마을) ,37.4938817761934,126.922659687269,명소,
서울시민 광나루안전체험관,"서울 광진구 능동로 238 (능동, 서울시민안전체험관광나루) ",37.5397629769285,126.996240829219,명소,
명보아트홀,"서울 중구 마른내로 47 (초동, 명보극장) ",37.5717392736923,127.01520169992,명소,
보라매 암벽등반장,서울 동작구 보라매로5길 28 동작구민회관 ,37.5389557772121,127.041669171001,명소,
하얏트 아이스링크,"서울 용산구 소월로 322 (한남동, 하얏트호텔) ",37.5563809603233,126.919696961326,명소,
테지움 서울,서울 종로구 지봉로 19 (시즌빌딩) 지하 1층,37.5478957237892,126.819507121486,명소,
광진교 8번가, 서울 성동구 강변북로 257 (성수동 1가)  ,37.5586287308609,127.11170683593,명소,
롤링코리아,"서울 마포구 월드컵북로 19 (서교동, 대상빌딩) 3층",37.5219069359564,126.923968896383,명소,
메이필드 호텔,서울특별시 강서구 방화대로 94 (외발산동) ,37.5516093089619,127.07318364213,명소,
그랜드 워커힐 서울렛츠런 문화공감센터,"서울 광진구 워커힐로 177 (광장동, 그랜드워커힐서울) ",37.5659336365406,126.972844434584,명소,
SeMA 벙커 ,서울 영등포구 의사당대로 지하 101 (여의도역) ,37.5742647725946,126.984876575201,명소,
세종대 컨벤션센터,"서울 광진구 능동로 209 (군자동, 세종대학교) ",37.5297718014452,126.964741503485,명소,
정동마루,"서울 중구 정동길 43 (정동, 정동극장) ",37.690780138783,127.046812594303,명소,
아원공방,서울 종로구 인사동길 44 쌈지길 (관훈동) ,37.4688164814001,126.959410914681,명소,
팝콘D스퀘어 ( POPCONDSQUARE) ,"서울 용산구 한강대로23길 55 (한강로3가, 용산역) 현대 아이파크몰 6층 101호 팝콘D스퀘어",37.4888597347494,126.835176855592,명소,
평화문화진지,"서울 도봉구 마들로 932 (도봉동, 평화문화진지) ",37.5124362037118,126.995962256954,명소,
서울특별시교육청과학전시관 ,"서울 관악구 낙성대로 101 (봉천동, 서울시과학전시관) ",37.4949163873593,127.039994712108,명소,
항동철길 ,"서울 구로구 오리로 1189 (오류동, 금강프라자) ",37.539559469822,126.969281312025,명소,
세빛섬 튜브스터,서울시 서초구 올림픽대로 2085-14 (반포동),37.5247412405926,127.040052824742,명소,
세라듀 도자기공방,서울시 강남구 논현로 332 계유빌딩 B1,37.4776397958629,126.962952707,명소,
콤콤오락실,서울 용산구 백범로87길 51 (원효로1가) 콤콤오락실,37.5137519612953,127.104446890835,명소,
스매싱볼 청담점,"서울 강남구 선릉로 818 (청담동, 디자이너클럽) 스매싱볼 청담점",37.551946564453,126.906760728614,명소,
스터디룸 TRYGROUND ,"서울 관악구 남부순환로 1921-1 (봉천동, 범산빌딩) ",37.4988841772964,127.104383431798,명소,
롯데월드 아쿠아리움,"서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰) ",37.5201623030798,127.023901473322,명소,
카페 꼼마 합정점,서울 마포구 포은로 49 (합정동) ,37.5795666707421,126.967785343362,명소,
송파 책박물관,서울 송파구 송파대로37길 77 (가락동) ,37.5113096112036,127.098141751177,명소,
피겨앤그라운드,"서울 강남구 논현로153길 53 (신사동, 피겨앤그라운드) ",37.5682884450841,126.897273034482,명소,
누와,서울 종로구 필운대로5나길 3-1 (누하동) ,37.5586287308609,127.11170683593,명소,
롯데월드 아이스링크,서울 송파구 올림픽로 240 (롯데월드) ,37.5640414482615,126.984202014061,명소,
서울월드컵경기장,서울특별시 마포구 월드컵로 240 (성산동) 월드컵주경기장,37.5625312330845,126.985166774442,명소,
워커힐 카지노,"서울 광진구 워커힐로 177 (광장동, 그랜드워커힐서울) ",37.5727131853349,127.025502937291,명소,
한강 자전거 코스,한강 공원 ,37.5634574532023,126.983764788709,명소,
명동예술극장,"서울 중구 명동길 35 (명동1가, 명동예술극장) ",37.5068278109456,127.060465476538,명소,
해치홀,"서울 중구 명동8길 27 (명동2가, 엠 플라자) 5층",37.5249007004963,127.037356862761,명소,
서울애니메이션센터,"서울 중구 소공로 48 (회현동2가, 우리금융남산타워) 1~2층",37.5663174209601,126.977829174031,명소,
서울풍물시장 전통문화체험관,"서울 동대문구 천호대로4길 21 (신설동, 서울풍물시장) ",37.522277215703,127.05477460863,명소,
난타전용관(명동),"서울 중구 명동길 26 (명동2가, 유네스코회관) ",37.5259698897016,126.916716838156,명소,
한국문화의집 코우스(KOUS),서울특별시 강남구 테헤란로92길 12-9  (대치동) ,37.5811985975577,126.985221489261,명소,
스파더엘,"서울 강남구 선릉로153길 26 (신사동, 성준빌딩) 5층",37.5830356270289,126.989344760022,명소,
시민청,"서울 중구 세종대로 110 (태평로1가, 서울시청) ",37.5822758535457,126.984052228995,명소,
뷰티블르바드,"서울 강남구 학동로97길 38 (청담동, 더하우스) 4층 ",37.5819502527609,126.983529252244,명소,
여의도 KBS,"서울 영등포구 여의공원로 13 (여의도동, 한국방송공사) ",37.5802514283831,126.988007117273,명소,
심화숙 한지공방　,서울 종로구 북촌로 50 3층 ,37.5205086087205,127.034917264221,명소,
전통연공방　,서울 종로구 창덕궁5길 4 (원서동) ,37.530921726612,127.084141036038,명소,
우리빛깔공방,서울 종로구 북촌로11가길 14 (가회동) ,37.5712661734969,127.03504316401,명소,
초고공방 고드랫돌,서울 종로구 북촌로11나길 1-6 (가회동) ,37.5116087174603,126.927226422645,명소,
성재전통건축자료관,서울 종로구 창덕궁1가길 19 (원서동) ,37.5505195668914,126.922326661681,명소,
SJ쿤스트할레,서울 강남구 언주로148길 5 (논현동) ,37.5009272542176,127.024557940948,명소,
우리유황온천,"서울 광진구 자양로5길 33 (자양동, 와이엠프라젠스파) ",37.5410566332301,127.065669226745,명소,
청계천 판잣집 체험관,"서울 성동구 청계천로 530 (마장동, 청계천박물관) 청계천 박물관 앞",37.5641559330826,126.998662474755,명소,
CGV 씨네 라이브러리,"서울 중구 퇴계로 123 (충무로2가, 하이헤리엇) 10, 11F",37.5916963128908,126.908048159351,명소,
서울여성플라자,"서울 동작구 여의대방로54길 18 (대방동, 서울여성플라자) ",37.6106597929108,127.004288022173,명소,
미스터리 룸 이스케이프 홍대점,서울 마포구 잔다리로 5-1 ,37.5118239121138,127.059159043842,명소,
제로월드 강남점,"서울 서초구 서초대로73길 40 (서초동, 강남오피스텔) 지하 1층",37.5647056236712,126.993214191194,명소,
광진구 인덱스숍,서울 광진구 아차산로 200 (자양동) 커먼그라운드 3층,37.5836990003446,127.00371665858,명소,
로컬스티치 크리에이터 타운 을지로,서울 중구 창경궁로 20 (예관동) 로컬스티치 크리에이터 타운 을지로,37.5811855191284,127.002999899724,명소,
내를 건너서 숲으로 도서관,"서울 은평구 증산로17길 50 (신사동, 내를 건너서 숲으로 도서관) ",37.6301539234948,127.097473658713,명소,
최만린미술관,서울 성북구 솔샘로7길 23 (정릉동) ,37.5772901628569,126.983752502942,명소,
코엑스 아쿠아리움,서울 강남구 영동대로 513 코엑스몰 B1 ,37.5744398814248,126.98453274503,명소,
JUMP(점프) 전용극장,"서울 중구 마른내로 47 (초동, 명보극장) 3층 점프전용극장",37.5742647725946,126.984876575201,명소,
동숭아트센터,서울 종로구 동숭길 122 (재단법인서울문화재단(대학로)) ,37.5488701430302,126.908187250779,명소,
아르코(ArKo)예술극장,서울특별시 종로구 대학로8길 7 (동숭동) ,37.5241247745584,127.129122131573,명소,
태릉국제스케이트장 ,"서울 노원구 화랑로 681 (공릉동, 태강릉) ",37.5274826368982,127.049963329324,명소,
금현국악원,서울특별시 종로구 윤보선길 27 (안국동) ,37.5215381083611,127.035475775373,명소,
이종남 자연염색연구소,서울 종로구 인사동12길 1 (관훈동) ,37.5505102197235,126.921003536076,명소,
쌈지길 체험공방,"서울특별시 종로구 인사동길 44, 지하 1층 (관훈동) ",37.5574854436258,126.917276630278,명소,
YG 엔터테인먼트,서울 마포구 희우정로1길 3 (YG엔터테인먼트) ,37.5790883269606,126.986276109794,명소,
JYP엔터테인먼트,"서울 강동구 강동대로 205 (성내동, JYP Center) ",37.5511225714939,126.987867837993,명소,
FNC 사옥,서울 강남구 도산대로85길 46 ,37.5436698315466,127.054840383995,명소,
씨제스사옥,"서울 강남구 도산대로 310 (논현동, 916빌딩) 5층",37.5924042064982,127.04917672889,명소,
티켓라운지 씬디,서울 마포구 어울마당로 61 (서교동) ,37.4884743879741,126.841844660977,명소,
호텔 더 디자이너스 삼성점,서울특별시 강남구 테헤란로79길 7 (삼성동) ,37.5069000853819,127.031496321997,명소,
리얼케이팝댄스(REAL K-POP DANCE),서울시 마포구 동교로 19길 48 ,37.5071950165817,126.99168801994,명소,
북촌문화센터,서울 종로구 계동길 37 (계동) ,37.5470818315845,126.975475358385,명소,
63스퀘어,"영등포구 63로 50 (여의도동, 63한화생명빌딩) ",37.5196641552816,126.939909338068,명소,
경복궁,"종로구 사직로 161 (세종로, 경복궁) ",37.5759040910202,126.976842133821,명소,
경희대학교 자연사박물관,동대문구 경희대로 26 자연사박물관,37.5939491407769,127.054890960564,명소,
광화문광장,종로구 세종대로 172 ,37.5716228232824,126.976787992565,명소,
국립고궁박물관,"종로구 효자로 12 (세종로, 국립고궁박물관) ",37.5765916191985,126.974974825074,명소,
국립기상박물관,"종로구 송월길 52 (송월동, 국립기상박물관) ",37.5702217430549,126.966204176024,명소,
국립민속박물관,"종로구 삼청로 37 (세종로, 국립민속박물관) ",37.5816745310255,126.978889955558,명소,
국립중앙박물관,용산구 서빙고로 137 (국립중앙박물관) ,37.5247022357875,126.977740246542,명소,
국립한글박물관 ,"용산구 서빙고로 139 (용산동6가, 국립한글박물관) ",37.5210687976885,126.980486330158,명소,
국립현대미술관 서울관,종로구 삼청로 30 (소격동) ,37.5786280284849,126.980087994867,명소,
국회의사당,영등포구 의사당대로 1  (여의도동) ,37.5329119742768,126.916403869603,명소,
남산서울타워 ,"용산구 남산공원길 105 (용산동2가, YTN서울타워) ",37.5511225714939,126.987867837993,명소,
대한민국역사박물관,종로구 세종대로 198 (세종로) ,37.5737136067193,126.978339442463,명소,
덕수궁,중구 세종대로 99 ,37.5660868250943,126.973725785222,명소,
도산공원,강남구 도산대로45길 20 (도산전시관) ,37.5239508648976,127.035603166151,명소,
동대문역사관 상설전시실 재개관,"중구 을지로 281 (을지로7가, 2-1) 동대문역사공원 내 동대문역사관",37.5680445876689,127.010890355484,명소,
롯데월드 민속박물관,"송파구 올림픽로 240 (잠실동, 롯데월드) ",37.5113096112036,127.098141751177,명소,
롯데월드타워,송파구 올림픽로 300 (신천동) ,37.5137519612953,127.104446890835,명소,
리움 미술관 ,용산구 이태원로55길 60-16 (한남동) ,37.5384612696435,126.999294071613,명소,
명동관광정보센터,중구 을지로 66 한국외환은행 ,37.5651546444578,126.985010733916,명소,
명동성당,중구 명동길 74 (명동성당) ,37.5636758699882,126.986775823267,명소,
몽촌역사관,송파구 올림픽로 424 (몽촌역사관) ,37.5203396980951,127.115517876627,명소,
문화역서울 284,중구 통일로 1 (서울역 본옥) ,37.5560581817344,126.972115894161,명소,
봉은사 ,강남구 봉은사로 531 (봉은사) ,37.5158257049833,127.057734484281,명소,
서울 한양도성,"종로구 율곡로 283 (종로6가, 서울디자인지원센터) ",37.5728571793919,127.008512843764,명소,
서울도서관 (옛 서울시청사),중구 세종대로 110 (태평로1가) ,37.5663174209601,126.977829174031,명소,
서울도시건축전시관,중구 세종대로 119 (태평로1가) ,37.5668837502225,126.976702419575,명소,
서울시립미술관 (서소문본관),"중구 덕수궁길 61 (서소문동, 서울시립미술관) ",37.5641060692766,126.973699316136,명소,
서울역사박물관,"종로구 새문안로 55 (신문로2가, 서울역사박물관) ",37.5704968494713,126.97107522045,명소,
서울역사박물관 온라인 교육 서비스,종로구 새문안로 55 (신문로2가) ,37.5704968494713,126.97107522045,명소,
선정릉(선릉),강남구 선릉로100길 1 (삼성동) ,37.5073677154051,127.047165945717,명소,
송은(SONGEUN),강남구 도산대로 441 (청담동) ,37.5241627891516,127.044120642323,명소,
송파관광정보센터,"송파구 잠실로 180 (신천동, 송파관광정보센터) ",37.5798042434578,127.004616599397,명소,
쇳대박물관,종로구 이화장길 100 (동숭동) ,37.5663174209601,126.977829174031,명소,
스마트서울 전시관,"중구 세종대로 110 (태평로1가, 서울특별시청)  B1",37.5240704255681,127.032811501034,명소,
스페이스 씨,"강남구 언주로 827, 스페이스씨 (신사동) ",37.5465227992805,126.911769148865,명소,
양화진외국인선교사묘원,"마포구 양화진길 46 (합정동, 양화진홍보관) ",37.5660508394158,126.943916239886,명소,
연세대학교 스팀슨관&언더우드관&아펜젤러관,서대문구 연세로 50 (신촌동) ,37.5805022887696,127.003256182632,명소,
예술가의 집 (구 서울대학교 본관),종로구 동숭길 3 (동숭동) ,37.4802401962069,127.014215239186,명소,
예술의 전당 한가람미술관,서초구 남부순환로 2406  (서초동) ,37.5756967940777,126.986981427118,명소,
운현궁 ,종로구 삼일대로 464 (운현궁) ,37.5748141714685,127.010374118278,명소,
이음피움 봉제역사관,"종로구 창신4가길 26 (창신동, 이음피움 봉제역사관) ",37.5373140468913,126.978466063237,명소,
전쟁기념관,"용산구 이태원로 29 (용산동1가, 전쟁기념관) ",37.5738931410856,126.981881684461,명소,
조계사,종로구 우정국로 55 (조계사) ,37.5731337998335,126.994863544656,명소,
종묘,"종로구 종로 157 (훈정동, 종묘공원) ",37.5776239475981,126.993841430623,명소,
창경궁,"종로구 창경궁로 185 (와룡동, 창경궁) ",37.5776239475981,126.993841430623,명소,
창경궁 대온실 ,"종로구 창경궁로 185 (와룡동, 창경궁) ",37.5788697347103,126.989710338876,명소,
창덕궁,"종로구 율곡로 99 (와룡동, 창덕궁) ",37.5154287227604,127.120800706942,명소,
월드컵공원,마포구 하늘공원로 86 ,37.5715979723206,126.881674368525,자연,
양재시민의 숲,매헌로 99 (양재동) ,37.4730498033959,127.036977084936,자연,
여의도 공원 ,"여의공원로 68 (여의도동, 여의도공원관리사무소) ",37.5268088229325,126.922284053463,자연,
몽촌토성,올림픽로 424  (방이동) ,37.5203396980951,127.115517876627,자연,
남산공원,삼일대로 231 ,37.5556326132925,126.992217614712,자연,
백악(북악)산 (서울 한양도성),옥인6길 26-17 ,37.5804899186108,126.964039351399,자연,
토성산성어울길,올림픽로 424  (방이동) 올림픽공원,37.5203396980951,127.115517876627,자연,
뚝섬유원지,강변북로 139  (자양동) ,37.5511225714939,126.987867837993,자연,
남산서울타워 야경,"남산공원길 105 (용산동2가, YTN서울타워) ",37.5528789703109,127.099787737369,자연,
아차산,영화사로 135 (아차산등산로 입구) ,37.4819684351942,126.823669475359,자연,
푸른수목원,"연동로 240 (항동, 푸른수목원) ",37.4698840182934,127.032021588149,자연,
서초문화예술공원,"바우뫼로12길 40 (양재동, 서초문화예술공원) ",37.5182508282454,126.829563953986,자연,
지양산,신월동  산 158-1,37.5481179877163,127.029602459134,자연,
응봉산 팔각정 ,독서당로 362 (응봉산팔각정 공중화장실) ,37.5776239475981,126.993841430623,자연,
춘당지,"창경궁로 185 (와룡동, 창경궁) ",37.4497364237237,127.053979397359,자연,
청계산 수변공원,청계산로9길 1-15 (신원동) ,37.6181381578269,127.001430125726,자연,
북한산국립공원,보국문로34길 6-21 (정릉동) ,37.5486595751896,127.031017551446,자연,
응봉 암벽 등반 공원,독서당로60길 13-1 (응봉동) ,37.592096942441,126.96706863952,자연,
청운공원,창의문로 119 (청운동) ,37.5521826993081,126.922984028453,자연,
홍익문화공원,와우산로21길 19-3 서교빌딩,37.5263478340955,126.933595205135,자연,
마포대교 바람의 길 & 서울색공원 ,"여의동로 330 (여의도동, 한강사업본부 여의도안내센터) ",37.601975429062,126.980551282647,자연,
북악산 야경,"북악산로 267 (평창동, 북악팔각정) ",37.6378568370404,126.946513261796,자연,
진관사계곡,"진관길 73 (진관동, 진관사) ",37.5176638307111,126.958036465507,자연,
노들섬,양녕로 445 (이촌동) 노들섬 ,37.5724631455195,126.887048256286,자연,
난지천공원,월드컵로 365 (난지천공원 잔디광장매점) 난지천공원 주차장,37.6207199441963,126.953420987682,자연,
금선사,"비봉길 137 (구기동, 금선사) ",37.494892120669,126.919491108563,자연,
보라매공원,"여의대방로20길 33 (신대방동, 보라매공원) ",37.5690794796181,126.886318397942,자연,
수락산,상계동 일대 ,37.5690794796181,126.886318397942,자연,
도봉산,"도봉동 경기 의정부시, 양주시 장흥면 일대 ",37.5703466887615,126.895031420115,자연,
하늘공원,하늘공원로 95 (탐방객안내소) ,37.5805935238132,127.066978017873,자연,
하늘공원 야경,"하늘공원로 95 (상암동, 탐방객안내소) ",37.6244509765399,127.093089721731,자연,
문화비축기지,증산로 87 (성산동) ,37.5704266025836,126.99202930223,자연,
배봉산근린공원,한천로43길 22 (전농동) ,37.4520032504691,127.054444623274,자연,
화랑대 철도공원,화랑로 608 (공릉동) 화랑대 철도공원,37.5694076173271,126.97909830012,자연,
서순라길,종로 지하 129 (1호선 종로3가역) ,37.5239508648976,127.035603166151,자연,
서초꽃마당,"청계산로7길 9-20 (신원동, 내곡중학교) 내곡중학교 앞 ",37.5053199924985,126.853039264745,자연,
청계천,무교로 37 (서린동) ,37.5820965316948,126.909126213638,자연,
도산공원,도산대로45길 20 (도산전시관) ,37.5209597360751,127.015534149102,자연,
고덕 수변생태공원,고덕동 374-1 일대 ,37.517820588578,126.970850893942,자연,
올림픽공원,"올림픽로 424 (방이동, 올림픽공원) ",37.5644776141887,126.922023205508,자연,
고척근린공원,"고척로45길 31 (고척동, 고척시립도서관) ",37.5722444079878,126.83284283132,자연,
불광천 해담는다리,불광천길 156 ,37.5756034804899,126.967833124699,자연,
잠원 한강공원,잠원로 221-124 (잠원동) 한강공원잠원안내센터 ,37.5571619646336,126.979964687665,자연,
이촌 한강공원,이촌로72길 62  (이촌동) ,37.6695427529083,127.007702227504,자연,
관악산,대학동 일대 ,37.6049551146885,127.109960818343,자연,
화랑로 낙엽거리,공릉동 육군사관학교 일대 ,37.5690794796181,126.886318397942,자연,
경의선 숲길,연남동 ,37.5481179877163,127.029602459134,자연,
서울식물원,"마곡동로 161 (마곡동, 서울식물원) ",37.5765322079858,126.96036831021,자연,
사직공원,사직로 89 (사직동) ,37.5520117024951,127.078772391405,자연,
백범광장공원,퇴계로8길 49-4 ,37.5430701468405,127.041799099222,자연,
우이동계곡,삼양로181길 141-5 (우이산장) ,37.5805926127615,127.006531505857,자연,
중랑캠핑숲,"망우로87길 110 (망우동, 캠핑장관리소) 중랑캠핑장",37.5176276345914,127.08673648927,자연,
마포구 메타세쿼이아 숲길,"하늘공원로 95 (상암동, 탐방객안내소) 메타세쿼이아 숲길",37.6202544613023,127.044324732036,자연,
응봉산 야경,독서당로 362 (응봉산팔각정 공중화장실) ,37.5782329869496,126.988565668857,자연,
인왕산 야경,통일로18나길 3 ,37.5268088229325,126.922284053463,자연,
어린이대공원 꿈마루,"능동로 216 (능동, 어린이대공원) ",37.5805926127615,127.006531505857,자연,
서울숲,뚝섬로 273  (성수동1가) ,37.555788061662,126.893953718935,자연,
어린이대공원,"능동로 216, 서울어린이대공원(능동) ",37.5076939718271,126.992730984132,자연,
낙산공원,낙산길 41 (동숭동) ,37.5723265509352,126.881888633222,자연,
인왕산,통일로18가길 20  (무악동) ,37.6530130524054,127.012254108248,자연,
잠실 한강공원,한가람로 65  (잠실동) ,37.5860414665912,126.817145232238,자연,
북서울꿈의숲,월계로 173  (번동) ,37.5706125034675,126.988058695758,자연,
현대원서공원,창덕궁길 19 (원서동) ,37.5940106033304,127.044831386238,자연,
한강,여의공원로 68 ,37.5523429618711,126.899887164828,자연,
낙산공원 야경,낙산길 41 ,37.5071950165817,126.99168801994,자연,
서울함 공원,"마포나루길 407 (망원동, 세븐일레븐) ",37.544957405495,126.962290943049,자연,
서래섬,"신반포로11길 40 (반포동, 한강공원 반포 안내센터) ",37.5520117024951,127.078772391405,자연,
노을공원,"하늘공원로 84 (상암동, 한국지역난방공사) ",37.6422902554502,126.952485447135,자연,
솔밭근린공원,"삼양로 561 (우이동, 솔밭공원 관리실및화장실) ",37.5508568584843,126.990759396185,자연,
강서습지생태공원 ,양천로27길 279-23 ,37.1773318976322,128.985239577874,자연,
탑골공원,종로 99 (종로2가) ,37.5374114232963,127.154246253068,자연,
중랑천 제방,면목동 일대 ,37.5908908122789,126.933218715152,자연,
홍릉시험림(홍릉숲),"회기로 57 (청량리동, 국립산림과학원) ",37.564105958855,126.89234656702,자연,
홍제천,"홍제동 종로구, 서대문구, 마포구 일대 ",37.5598873113423,126.988938798185,자연,
망원 한강공원,마포나루길 467 (망원동) 한강공원망원지구사무소 ,37.5675982250856,126.853729825991,자연,
반포 한강공원,신반포로11길 39 (반포동) ,37.4700689909083,126.907340474136,자연,
여의도 한강공원(소녀시대숲),여의도 여의서로(윤중로) ,37.5390660422084,127.153328745828,자연,
효창공원,효창원로 177-18 (효창공원) ,37.6160084710947,126.904007514017,자연,
어린이대공원 반려견 놀이터,"능동로 216 (능동, 어린이대공원) ",37.572270024754,126.806001672732,자연,
삼천사계곡,"연서로54길 127 (진관동, 삼천사) 인근",37.5090627339529,127.097867814034,자연,
서소문역사공원,칠패로 5 (서소문공원) ,37.5560223205345,126.843879936706,자연,
가을단풍길 - 남산남측순환로,남산공원길 126 (용산동2가) ,37.5733520089552,127.089122137473,자연,
살곶이길,광나루로 200 ,37.5803340012344,127.002515322401,자연,
광진숲나루,광장로 11 ,37.5989775278216,127.114382844197,자연,
일자산허브천문공원,둔촌동 산86 ,37.4719720770814,126.959370998377,자연,
백련산,홍은동 ,37.6618305165477,127.07985763967,자연,
월드컵공원 반려견놀이터,"증산로 32 (상암동, 안내소) ",37.5274318869812,126.830086887893,자연,
남산예장공원,퇴계로26길 36 (예장동) ,37.518718411178,126.921949132247,자연,
선유도 공원,"선유로 343 (당산동, 선유도공원) ",37.5090627339529,127.097867814034,자연,
구암공원,"허준로5길 42 (가양동, 구암공원관리사무실) ",37.5348314193581,126.987028473368,자연,
감로천 생태공원 ,"독산로54길 188 (독산동, 금천구민문화체육센터) ",37.6013816516032,126.961954574852,자연,
통인시장,자하문로15길 18 ,37.5807670044059,126.969947621917,쇼핑,
신사동 가로수길,압구정로 120 일대,37.5236057825746,127.021902856932,쇼핑,
풍월당,"도산대로53길 39 (신사동, 신사동 C/K빌딩) ",37.5258284076036,127.038921780666,쇼핑,
화개길 구두거리,화동화개길 ,37.535725176732,127.095692162256,쇼핑,
테크노마트,광나루로56길 85 (구의동 546-4) ,37.5630909943144,126.982957746573,쇼핑,
콴챈루거리,명동2길 27  (명동2가) 일대 ,37.5280548976635,126.861763072861,쇼핑,
목동 로데오거리,목동로25길 ,37.5733907018093,127.023027133704,쇼핑,
동묘 벼룩시장,난계로 243 (숭인동) ,37.578432284125,126.969345047733,쇼핑,
서촌구루루,필운대로 26 (누하동) ,37.5265698563086,127.034530244173,쇼핑,
