관광지명,도로명주소,lat,lng,분류,Unnamed: 0
취옹예술관,경기도 가평군 상면 수목원로 300,37.7529847715,127.3596452125,문화,
백남준아트센터,경기도 용인시 기흥구 백남준로 10,37.2691333146,127.1103615414,문화,
도도헌,경기도 파주시 탄현면 헤이리마을길 59-118,37.7922982375,126.6957872005,문화,
고막원,경기도 파주시 탄현면 헤이리마을길 59-45,37.7893397894,126.6954671942,문화,
열화당갤러리로터스,경기도 파주시 광인사길 25,37.7089682927,126.6846743616,문화,
갤러리와,경기도 양평군 강하면 전수샛골2길 3,37.5054407899,127.4338000154,문화,
마가미술관,경기도 용인시 처인구 모현읍 문형동림로101번길 37,37.3317703829,127.1927917468,문화,
C아트뮤지엄,경기도 양평군 양동면 다락근이길 57-13,37.3948839482,127.7373299931,문화,
한얼테마박물관,경기도 여주시 대신면 대신1로 298,37.3986591539,127.6092426582,문화,
돼지테마파크,경기도 이천시 율면 임오산로 372번지 129-7,37.0857838483,127.5839371818,문화,
용주사 효행박물관,경기도 화성시 용주로 136,37.2117829498,127.0056181833,문화,
국립수목원 산림박물관,경기도 포천시 소흘읍 광릉수목원로 415,37.7562444914,127.1656611245,문화,
영집궁시박물관,경기도 파주시 탄현면 국원말길 168,37.7848409001,126.7112560664,문화,
이천시립박물관,경기도 이천시 경충대로 2697번길 172,37.2748991988,127.4273248359,문화,
코레일 철도박물관,경기도 의왕시 철도박물관로 142,37.3140500513,126.9512982831,문화,
양평친환경농업박물관,경기도 양평군 용문면 용문산로 670,37.5476061438,127.581248534,문화,
아름다운돌박물관,경기도 양주시 백석읍 권율로 937,37.7808054755,126.9554065505,문화,
생태교통마을벽화,경기도 수원시 팔달구 신풍로23번길 40 (기준주소: 행궁동주민센터),37.2840499862,127.012647674,문화,
행궁동벽화골목,경기도 수원시 팔달구 화서문로 82-6,37.285814967,127.0166185676,문화,
축구박물관,경기도 수원시 팔달구 월드컵로 310,37.2888141599,127.0409114208,문화,
광교박물관,경기도 수원시 영통구 광교로 182,37.296345035,127.0514263771,문화,
화성박물관,경기도 수원시 팔달구 창룡대로 21 (매향동),37.2825617121,127.0190196138,문화,
군포문화원,경기도 군포시 한세로56번길 12 군포문화원,37.3472281961,126.9548279222,문화,
밸류브릿지공터,경기도 군포시 금산로 84 4층 공감문화공간 공터,37.3695652241,126.9376918499,문화,
엄미술관,경기도 화성시 봉담읍 오궁길37,37.2055319874,126.9793790414,문화,
동탄복합문화센터,경기도 화성시 노작로 134,37.2007035756,127.0750146691,문화,
반석아트홀,경기도 화성시 노작로 134,37.2007035756,127.0750146691,문화,
단원미술관,경기도 안산시 상록구 충장로 422,37.3163295764,126.8513352283,문화,
노랑다리미술관,경기도 가평군 청평면 양진길 42-12,37.7176092915,127.4871217571,문화,
경기소리전수관,경기도 과천시 문원로 40-2,37.4278538754,127.001296103,문화,
화성시 어린이 문화센터,경기도 화성시 봉담읍 동화길 146,37.2122900621,126.9607028761,문화,
광명업사이클아트센터,경기도 광명시 가학로85번길 142,37.4246681011,126.8634441855,문화,
부천아트벙커B39,경기도 부천시 삼작로 53,37.5219011333,126.7676615615,문화,
예스파크,경기도 이천시 신둔면 도자예술로 57,37.2937231141,127.3852003671,문화,
한탄강지질공원센터,경기도 포천시 영북면 비둘기낭길 55,38.0732222801,127.224672376,문화,
김포반려견놀이터,경기도 김포시 하성면 하성로 585,37.7243692943,126.6301183489,문화,
가평 쁘띠프랑스,경기도 가평군 청평면 호반로 1063,37.7148334865,127.490276446,문화,
애기똥풀인형극장,경기도 수원시 팔달구 신풍로 47,37.2852998089,127.0140836022,문화,
추억의 청춘뮤지엄,경기도 양평군 용문면 용문산로 620,37.544574647,127.5853997636,문화,
이충 반려견 동반 시민 쉼터,경기도 평택시 장안웃길 149,37.0660526248,127.0707164271,문화,
용인어린이상상의숲,경기도 용인시 처인구 동백죽전대로61,37.2496234432,127.165161341,문화,
연천고랑포구역사공원,경기도 연천군 장남면 장남로 270,37.9878944032,126.8469816099,문화,
이천 세라피아,경기도 이천시 경충대로 2697번길 167-29,37.2740690436,127.425926965,문화,
수원 해우재,경기도 수원시 장안구 장안로 463 (이목동),37.3186593053,126.9779000172,문화,
뮤지엄카페타임캡슐,경기도 파주시 탄현면 헤이리마을길 59-63,37.790252671,126.6958434445,문화,
청강만화역사박물관,경기도 이천시 마장면 청강가창로 389-94 청강홀 3층,37.2064539022,127.3564940083,문화,
여주시립폰박물관,경기도 여주시 강변유원지길 105,37.2936438147,127.6663831773,문화,
여성생활사박물관,경기도 여주시 강천면 강천로 324-20,37.2425224156,127.7081456066,문화,
청암민속박물관,경기도 양주시 장흥면 권율로 83-5,37.7220577433,126.9457721292,문화,
광주시문화스포츠센터,경기도 광주시 회안대로 891 남한산성아트홀,37.4269117267,127.2547251024,문화,
지동벽화마을,경기도 수원시 팔달구 창룡문로 56 (기준주소: 지동시립어린이집),37.2820004493,127.0228811741,문화,
군포책마을,경기도 군포시 수리산로 112,37.3590119813,126.9194208667,문화,
문호리리버마켓,경기도 양평군 서종면 북한강로 941,37.6213622898,127.3521080566,문화,
소다미술관,경기도 화성시 효행로707번길 30,37.2016260197,127.0060675712,문화,
홍사용문학관,경기도 화성시 노작로 206,37.2053656059,127.0755069156,문화,
유앤아이센터,경기도 화성시 태안로 145,37.2029621951,127.0332619715,문화,
화성아트홀,경기도 화성시 태안로 145,37.2029621951,127.0332619715,문화,
청심평화월드센터,경기도 가평군 설악면 미사리로 258 청심평화월드센터,37.6838441798,127.520437147,문화,
원터아트홀,경기도 의왕시 원터아랫길 89 원뮤직악기사 2층 원터아트홀,37.3949784145,127.022538789,문화,
구리아트홀,경기도 구리시 아차산로 453,37.5955466466,127.1298603442,문화,
뮤지엄그라운드 미술관,경기도 용인시 수지구 샘말로 122(고기동),37.3564484368,127.0440906006,문화,
경기북부어린이박물관,경기도 동두천시 평화로 2910번길 46,37.944593418,127.0644496904,문화,
해우재,경기도 수원시 장안구 장안로458번길 9,37.3192278074,126.9780428055,문화,
지수당,경기도 광주시 중부면 산성리 124-1,37.4759691579,127.1893155669,명소,
연무관,경기도 광주시 중부면 산성리 400-1,37.4782171586,127.1864269424,명소,
아차산일대보루군,경기도 구리시 우미내길 50-140,37.564197371,127.1047309717,명소,
덕포진,경기도 김포시 대곶면 신안리 산105,37.6521023174,126.5342103363,명소,
칠장사,경기도 안성시 죽산면 칠장로 399-18,37.0263280823,127.3967906373,명소,
평택덕목리성지,경기도 평택시 현덕면 덕목리 647-1,36.9496660565,126.9537978709,명소,
수성군묘및사당,경기도 평택시 독곡동 산 53,37.0835011697,127.0674002102,명소,
한온장군충신정문,경기도 평택시 서탄면 금암리 594,37.1093952162,127.0330107305,명소,
당성,경기도 화성시 서신면 상안리 산32,37.1959059044,126.7132581753,명소,
이방실 장군묘,경기도 가평군 가평읍 하색리 산81,37.810482112,127.4867248982,명소,
요석공주별궁지,경기도 동두천시 상봉암동 산1-1번지,37.9459362613,127.0693244005,명소,
갑곶나루선착장,경기도 김포시 월곶면 성동리 271-22,37.7335908327,126.5267318856,명소,
월곶면민만세운동유적비,경기도 김포시 월곶면 김포대로 2857-39,37.7174538457,126.535947134,명소,
개원사지,경기도 광주시 남한산성로 731-73,37.4744850512,127.1857394656,명소,
벽제관지,경기도 고양시 덕양구 벽제관로 34-16,37.7045601446,126.9009447432,명소,
현충탑,경기도 하남시 창우동 461-9,37.5299907726,127.2360041838,명소,
이천 신대리 백송,경기도 이천시 백사면 신대리 산32번지 외 7필,37.3200143739,127.4605711538,명소,
반룡송,경기도 이천시 백사면 도립리 201-1,37.3405169415,127.4754559828,명소,
연천심원사지,경기도 연천군 신서면 동내로970번길 32-268,38.1283973615,127.1529261301,명소,
고달사지,경기도 여주시 북내면 상교리 411-1,37.3937374221,127.6524637426,명소,
회암사지,경기도 양주시 회암사길 11,37.8412152854,127.102973084,명소,
최규서어서각,경기도 안성시 원곡면 만리길 35,37.0589833024,127.1465763208,명소,
입사장,경기도 안성시 보개면 기좌리 257,37.0377110233,127.2878687996,명소,
반구정,경기도 파주시 문산읍 반구정로 85번길 3,37.8678502309,126.7527110581,명소,
화석정,경기도 파주시 파평면 화석정로 152-72,37.8876773885,126.80549435,명소,
안성객사,경기도 안성시 보개면 종합운동장로 205,37.0150533641,127.3225016593,명소,
다산유적지,경기도 남양주시 조안면 다산로747번길 11,37.5162760421,127.2990516016,명소,
은대리 물거미서식지,경기도 연천군 전곡읍 은대리 693-18 일원,38.0438379055,127.060171897,명소,
금수정,경기도 포천시 창수면 오가리 546,38.0157274657,127.1877488114,명소,
하남시상사창동연자마,경기도 하남시 상사창동 346-2,37.4931042304,127.1904776122,명소,
적목리 신앙유적지,경기도 가평군 북면 적목리 산1-28,38.002571397,127.4656915746,명소,
오정각,경기도 안산시 화정동 29,37.3600326465,126.8315224547,명소,
안성정무공오정방고택,경기도 안성시 양성면 덕봉길 68-14,37.046554626,127.1857467895,명소,
화서이항로생가,경기도 양평군 서종면 화서1로 239,37.6394233226,127.4270959155,명소,
김병호 고가,경기도 양평군 용문면 오촌리 181번지,37.5351999485,127.5861587505,명소,
명성황후생가,경기도 여주시 여주읍 명성로 71,37.2596759342,127.6554257107,명소,
서계 박세당 사랑채,경기도 의정부시 동일로128번길 36,37.7002855467,127.0575680745,명소,
민세안재홍생가,경기도 평택시 고덕면 계루지1길 7,37.057209368,127.0189611359,명소,
수내동가옥,경기도 성남시 분당구 성남대로 550,37.3803005535,127.1211729072,명소,
궁집,경기도 남양주시 평내로 9,37.6443217007,127.2309106456,명소,
장욱진 가옥,경기도 용인시 기흥구 마북로 119-8 화가장욱진고택,37.3013901034,127.120192464,명소,
청계사 사적기비,경기도 의왕시 청계동11,37.4120725443,127.0348717747,명소,
양지향교,경기도 용인시 처인구 양지면 향교로13번길 20,37.2386630072,127.2860137085,명소,
우저서원,경기도 김포시 중봉로25번길 87,37.6267145188,126.6939256881,명소,
청량당,경기도 광주시 중부면 산성리 815-2,37.4797733375,127.1761764444,명소,
충렬서원,경기도 용인시 처인구 모현읍 충렬로 9-19,37.3410837713,127.1701182488,명소,
고양향교,경기도 고양시 덕양구 대양로285번길 33-13 (고양동),37.7037363723,126.8949502796,명소,
하우현 성당,경기도 의왕시 청계동 201,37.3959747759,127.0237413257,명소,
안자묘,경기도 의왕시 왕곡동 산 4-1번지,37.3499412092,127.0082702816,명소,
사근행궁터,경기도 의왕시 사그내길 11,37.3476836485,126.9758248891,명소,
포천고모리산성,경기도 포천시 소흘읍 고모리 산 64,37.7885893231,127.1574706794,명소,
설봉산성,경기도 이천시 사음동 산24,37.2869123202,127.4187142972,명소,
독산성 세마대지,경기도 오산시 지곶동 155,37.1826080666,127.0189180909,명소,
연천호로고루,경기도 연천군 장남면 원당리 1258,37.9857547164,126.8595820552,명소,
문수산성,경기도 김포시 월곶면 문수산로 102-38,37.7378268361,126.5308936298,명소,
파사성,경기도 여주시 대신면 천서리 산9,37.4105063754,127.5488058789,명소,
무양산성(무한성),경기도 안성시 일죽면 금산리 산48,37.0561881879,127.4886845185,명소,
당포성,경기도 연천군 미산면 동이리 778,38.0235350328,126.9855139919,명소,
청문당,경기도 안산시 상록구 청곡길 77,37.3394040084,126.8729136307,명소,
이익선생묘소,경기도 안산시 상록구 일동 555,37.3161187059,126.8598815589,명소,
순강원,경기도 남양주시 진접읍 내각2로 84-31,37.7121727515,127.1573386845,명소,
삼충단,경기도 동두천시 상패동 894,37.9131000021,127.0210994291,명소,
곤지암,경기도 광주시 곤지암읍 곤지암로 72,37.3495462894,127.3387438481,명소,
고려공양왕릉,경기도 고양시 덕양구 원당동 산65-6,37.6799031765,126.8388379806,명소,
윤관장군묘,경기도 파주시 광탄면 혜음로 930,37.76766367,126.8552586006,명소,
허준선생묘,경기도 파주시 진동면 구암로 205,37.9285966171,126.8148497168,명소,
흥선대원군묘,경기도 남양주시 화도읍 가구단지중앙길 108-19,37.6511741102,127.2896649282,명소,
한음이덕형선생묘,경기도 양평군 양서면 목왕리 산 82-1,37.5533217891,127.3691285815,명소,
바우덕이묘,경기도 안성시 서운면 성진로 1279-76,36.9089372694,127.2758697673,명소,
최영장군묘,경기도 고양시 덕양구 대자동 산70-2,37.7012670814,126.8859510428,명소,
가학동지석묘,경기도 광명시 가학동 산104,37.4082972817,126.8565100587,명소,
화홍문,경기도 수원시 팔달구 북수동 420,37.288317636,127.0166399668,명소,
